Results Group Name,Plate Id,Method,Colony Class,Counted Colonies,Counted Volume,Concentration,Comments,Timestamp,Operator,Dilution Factor,Inoculated Volume,Inoculation mode,Excluded Area,Device SN,UTC Created Time,Count From Automatic Process,"Input Values: (Tr. to Back, Plate Diam, min Diam)"
CIDA_Growth_Curves,B8_10_0_NC_1_BHIrif_0_24_1,TEMPLATE_Sharp,Class 1,0,0.048640057,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/10/21 18:42,Administrator,1,0.05,E Mode 50ul,12.53969097,10007000/0064,11/10/21 23:42,10,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_0_NC_1_BHI_0_24_1,TEMPLATE_Sharp,Class 1,0,0.04846856,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/10/21 18:43,Administrator,1,0.05,E Mode 50ul,14.12101936,10007000/0064,11/10/21 23:43,11,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_1_S12-0116_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/11/21 17:53,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/11/21 22:53,10,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_1_S12-0116_1_BHIrif_-1_24_2,TEMPLATE_Sharp,Class 1,1,0.050000001,220,<<Interactive changes have been made.>><<Calibration is needed.>>,11/11/21 17:54,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/11/21 22:54,10,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_1_S12-0132_1_BHI_-1_24_1,TEMPLATE_Sharp,Class 1,32,0.050000001,7040,<<Interactive changes have been made.>><<Calibration is needed.>>,11/11/21 17:57,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/11/21 22:57,47,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_1_S12-0132_1_BHIrif_-1_24_2,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/11/21 17:56,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/11/21 22:56,11,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_1_S12-0132_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,1,0.050000001,220,<<Interactive changes have been made.>><<Calibration is needed.>>,11/11/21 17:56,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/11/21 22:56,12,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_1_S12-0116_1_BHI_-1_24_1,TEMPLATE_Sharp,Class 1,76,0.050000001,16720,<<Interactive changes have been made.>><<Calibration is needed.>>,11/11/21 17:55,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/11/21 22:55,85,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_1_S12-0141_1_BHIrif_-1_24_2,TEMPLATE_Sharp,Class 1,12,0.050000001,2640,<<Interactive changes have been made.>><<Calibration is needed.>>,11/11/21 17:58,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/11/21 22:58,14,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_1_S12-0141_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,17,0.050000001,3740,<<Interactive changes have been made.>><<Calibration is needed.>>,11/11/21 17:58,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/11/21 22:58,25,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_1_S12-0141_1_BHI_-1_24_1,TEMPLATE_Sharp,Class 1,59,0.050000001,12980,<<Interactive changes have been made.>><<Calibration is needed.>>,11/11/21 17:59,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/11/21 22:59,74,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_1_Control_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,0,0.049143504,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/11/21 17:59,Administrator,10,0.05,E Mode 50ul,7.897496223,10007000/0064,11/11/21 22:59,7,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_1_NC_1_BHIrif_0_24_1,TEMPLATE_Sharp,Class 1,0,0.049135234,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/11/21 18:00,Administrator,1,0.05,E Mode 50ul,7.973760605,10007000/0064,11/11/21 23:00,5,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_1_NC_1_BHI_0_24_1,TEMPLATE_Sharp,Class 1,0,0.049026392,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/11/21 18:00,Administrator,1,0.05,E Mode 50ul,8.97735405,10007000/0064,11/11/21 23:00,10,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_2_S12-0116_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,0,0.04857314,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/12/21 17:23,Administrator,11,0.05,E Mode 50ul,13.15670586,10007000/0064,11/12/21 22:23,6,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_2_NC_1_BHIrif_0_24_1,TEMPLATE_Sharp,Class 1,0,0.048713293,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/12/21 17:32,Administrator,1,0.05,E Mode 50ul,11.86440563,10007000/0064,11/12/21 22:32,9,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_2_Control_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,0,0.048536219,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/12/21 17:31,Administrator,11,0.05,E Mode 50ul,13.4971323,10007000/0064,11/12/21 22:31,13,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_2_S12-0141_1_BHI_-1_24_2,TEMPLATE_Sharp,Class 1,178,0.00644,276397.5,<<Interactive changes have been made.>><<Calibration is needed.>>,11/12/21 17:31,Administrator,10,0.05,E Mode 50ul,0,10007000/0064,11/12/21 22:31,262,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_2_S12-0141_1_BHIrif_-1_24_2,TEMPLATE_Sharp,Class 1,81,0.050000001,16200,<<Interactive changes have been made.>><<Calibration is needed.>>,11/12/21 17:28,Administrator,10,0.05,E Mode 50ul,0,10007000/0064,11/12/21 22:28,86,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_2_S12-0141_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,94,0.050000001,18800,<<Interactive changes have been made.>><<Calibration is needed.>>,11/12/21 17:28,Administrator,10,0.05,E Mode 50ul,0,10007000/0064,11/12/21 22:28,101,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_2_S12-0132_1_BHI_-1_24_1,TEMPLATE_Sharp,Class 1,116,0.050000001,25520,<<Interactive changes have been made.>><<Calibration is needed.>>,11/12/21 17:27,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/12/21 22:27,164,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_2_S12-0132_1_BHIrif_-1_24_2,TEMPLATE_Sharp,Class 1,0,0.048188679,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/12/21 17:25,Administrator,11,0.05,E Mode 50ul,16.70169258,10007000/0064,11/12/21 22:25,9,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_2_S12-0132_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,0,0.048226096,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/12/21 17:25,Administrator,11,0.05,E Mode 50ul,16.35668182,10007000/0064,11/12/21 22:25,7,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_2_S12-0116_1_BHI_-1_24_1,TEMPLATE_Sharp,Class 1,202,0.02036,109135.5547,<<Interactive changes have been made.>><<Calibration is needed.>>,11/12/21 17:25,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/12/21 22:25,210,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_2_S12-0116_1_BHIrif_-1_24_2,TEMPLATE_Sharp,Class 1,0,0.048771296,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/12/21 17:23,Administrator,11,0.05,E Mode 50ul,11.32954979,10007000/0064,11/12/21 22:23,5,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_2_NC_1_BHI_0_24_1,TEMPLATE_Sharp,Class 1,0,0.048586059,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/12/21 17:32,Administrator,1,0.05,E Mode 50ul,13.03755665,10007000/0064,11/12/21 22:32,12,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_3_S12-0116_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,1,0.050000001,200,<<Interactive changes have been made.>><<Calibration is needed.>>,11/13/21 18:22,Administrator,10,0.05,E Mode 50ul,0,10007000/0064,11/13/21 23:22,10,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_3_S12-0116_1_BHIrif_-1_24_2,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/13/21 18:23,Administrator,10,0.05,E Mode 50ul,0,10007000/0064,11/13/21 23:23,8,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_3_S12-0132_1_BHI_-3_24_1,TEMPLATE_Sharp,Class 1,46,0.049711321,976236.375,<<Interactive changes have been made.>><<Calibration is needed.>>,11/13/21 18:27,Administrator,1055,0.05,E Mode 50ul,2.661848068,10007000/0064,11/13/21 23:27,270,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_3_S12-0132_1_BHIrif_-1_24_2,TEMPLATE_Sharp,Class 1,1,0.050000001,220,<<Interactive changes have been made.>><<Calibration is needed.>>,11/13/21 18:25,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/13/21 23:25,12,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_3_S12-0132_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,1,0.050000001,220,<<Interactive changes have been made.>><<Calibration is needed.>>,11/13/21 18:24,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/13/21 23:24,12,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_3_S12-0116_1_BHI_-3_24_1,TEMPLATE_Sharp,Class 1,149,0.050000001,2902520,<<Interactive changes have been made.>><<Calibration is needed.>>,11/13/21 18:23,Administrator,974,0.05,E Mode 50ul,0,10007000/0064,11/13/21 23:23,159,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_3_NC_1_BHIrif_0_24_1,TEMPLATE_Sharp,Class 1,0,0.048582051,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/13/21 18:36,Administrator,1,0.05,E Mode 50ul,13.07454681,10007000/0064,11/13/21 23:36,12,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_3_Control_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/13/21 18:36,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/13/21 23:36,11,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_3_S12-0141_1_BHI_-3_24_1,TEMPLATE_Sharp,Class 1,38,0.050000001,800280,<<Interactive changes have been made.>><<Calibration is needed.>>,11/13/21 18:35,Administrator,1053,0.05,E Mode 50ul,0,10007000/0064,11/13/21 23:35,250,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_3_S12-0141_1_BHIrif_-1_24_3,TEMPLATE_Sharp,Class 1,509,0.00256,2187109.5,<<Interactive changes have been made.>><<Calibration is needed.>>,11/13/21 18:31,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/13/21 23:31,345,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_3_S12-0141_1_BHIrif_-1_24_2,TEMPLATE_Sharp,Class 1,520,0.00256,2234375,<<Interactive changes have been made.>><<Calibration is needed.>>,11/13/21 18:29,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/13/21 23:29,375,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_3_NC_1_BHI_0_24_1,TEMPLATE_Sharp,Class 1,0,0.048738956,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/13/21 18:37,Administrator,1,0.05,E Mode 50ul,11.62774563,10007000/0064,11/13/21 23:37,314,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_4_S12-0116_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,3,0.050000001,600,<<Interactive changes have been made.>><<Calibration is needed.>>,11/14/21 17:11,Administrator,10,0.05,E Mode 50ul,0,10007000/0064,11/14/21 22:11,86,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_4_S12-0132_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,1,0.050000001,220,<<Interactive changes have been made.>><<Calibration is needed.>>,11/14/21 17:13,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/14/21 22:13,12,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_4_S12-0116_1_BHI_-2_24_1,TEMPLATE_Sharp,Class 1,23,0.050000001,48300,<<Interactive changes have been made.>><<Calibration is needed.>>,11/14/21 17:12,Administrator,105,0.05,E Mode 50ul,0,10007000/0064,11/14/21 22:12,33,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_4_S12-0116_1_BHIrif_-1_24_2,TEMPLATE_Sharp,Class 1,4,0.050000001,800,<<Interactive changes have been made.>><<Calibration is needed.>>,11/14/21 17:11,Administrator,10,0.05,E Mode 50ul,0,10007000/0064,11/14/21 22:11,9,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_4_S12-0141_1_BHI_-2_24_1,TEMPLATE_Sharp,Class 1,176,0.01208,1646357.625,<<Interactive changes have been made.>><<Calibration is needed.>>,11/14/21 17:19,Administrator,113,0.05,E Mode 50ul,0,10007000/0064,11/14/21 22:19,189,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_4_S12-0141_1_BHIrif_-1_24_2,TEMPLATE_Sharp,Class 1,40,0.050000001,8800,<<Interactive changes have been made.>><<Calibration is needed.>>,11/14/21 17:17,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/14/21 22:17,56,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_4_S12-0141_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,14,0.050000001,3080,<<Interactive changes have been made.>><<Calibration is needed.>>,11/14/21 17:16,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/14/21 22:16,25,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_4_S12-0132_1_BHI_-2_24_1,TEMPLATE_Sharp,Class 1,93,0.050000001,206460,<<Interactive changes have been made.>><<Calibration is needed.>>,11/14/21 17:15,Administrator,111,0.05,E Mode 50ul,0,10007000/0064,11/14/21 22:15,114,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_4_S12-0132_1_BHIrif_-1_24_2,TEMPLATE_Sharp,Class 1,1,0.050000001,220,<<Interactive changes have been made.>><<Calibration is needed.>>,11/14/21 17:13,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/14/21 22:13,5,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_4_NC_1_BHIrif_0_24_1,TEMPLATE_Sharp,Class 1,0,0.049120363,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/14/21 17:20,Administrator,1,0.05,E Mode 50ul,8.110910416,10007000/0064,11/14/21 22:20,6,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_4_Control_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,0,0.048484068,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/14/21 17:20,Administrator,9,0.05,E Mode 50ul,13.97797489,10007000/0064,11/14/21 22:20,12,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_4_NC_1_BHI_0_24_1,TEMPLATE_Sharp,Class 1,0,0.048260957,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/14/21 17:20,Administrator,1,0.05,E Mode 50ul,16.0352478,10007000/0064,11/14/21 22:20,9,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_6_S12-0116_1_BHIrif_-3_24_1,TEMPLATE_Sharp,Class 1,3,0.050000001,65340,<<Interactive changes have been made.>><<Calibration is needed.>>,11/16/21 18:32,Administrator,1089,0.05,E Mode 50ul,0,10007000/0064,11/16/21 23:32,18,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_6_S12-0132_1_BHIrif_-1_24_2,TEMPLATE_Sharp,Class 1,4,0.050000001,800,<<Interactive changes have been made.>><<Calibration is needed.>>,11/16/21 18:36,Administrator,10,0.05,E Mode 50ul,0,10007000/0064,11/16/21 23:36,15,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_6_S12-0132_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,3,0.050000001,600,<<Interactive changes have been made.>><<Calibration is needed.>>,11/16/21 18:36,Administrator,10,0.05,E Mode 50ul,0,10007000/0064,11/16/21 23:36,15,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_6_S12-0116_1_BHI_-3_24_1,TEMPLATE_Sharp,Class 1,112,0.050000001,2439360,<<Interactive changes have been made.>><<Calibration is needed.>>,11/16/21 18:34,Administrator,1089,0.05,E Mode 50ul,0,10007000/0064,11/16/21 23:34,113,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_6_S12-0116_1_BHIrif_-1_24_2,TEMPLATE_Sharp,Class 1,190,0.050000001,41800,<<Interactive changes have been made.>><<Calibration is needed.>>,11/16/21 18:33,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/16/21 23:33,195,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_6_Control_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/16/21 18:43,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/16/21 23:43,9,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_6_S12-0141_1_BHI_-5_24_1,TEMPLATE_Sharp,Class 1,17,0.050000001,36445280,<<Interactive changes have been made.>><<Calibration is needed.>>,11/16/21 18:42,Administrator,107192,0.05,E Mode 50ul,0,10007000/0064,11/16/21 23:42,24,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_6_S12-0141_1_BHIrif_-2_24_2,TEMPLATE_Sharp,Class 1,175,0.00644,2907608.75,<<Interactive changes have been made.>><<Calibration is needed.>>,11/16/21 18:41,Administrator,107,0.05,E Mode 50ul,0,10007000/0064,11/16/21 23:41,186,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_6_S12-0141_1_BHIrif_-2_24_1,TEMPLATE_Sharp,Class 1,277,0.01208,2453559.75,<<Interactive changes have been made.>><<Calibration is needed.>>,11/16/21 18:40,Administrator,107,0.05,E Mode 50ul,0,10007000/0064,11/16/21 23:40,281,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_6_S12-0132_1_BHI_-3_24_1,TEMPLATE_Sharp,Class 1,237,0.01208,19579968,<<Interactive changes have been made.>><<Calibration is needed.>>,11/16/21 18:39,Administrator,998,0.05,E Mode 50ul,0,10007000/0064,11/16/21 23:39,234,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_6_NC_1_BHIrif_0_24_1,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,11/16/21 18:43,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/16/21 23:43,0,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_6_NC_1_BHI_0_24_1,TEMPLATE_Sharp,Class 1,0,0.048735905,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/16/21 18:44,Administrator,1,0.05,E Mode 50ul,11.65589714,10007000/0064,11/16/21 23:44,13,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_9_S12-0116_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,210,0.01208,191225.1719,<<Interactive changes have been made.>><<Calibration is needed.>>,11/20/21 19:04,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/21/21 0:04,209,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_9_S12-0116_1_BHIrif_-1_24_2,TEMPLATE_Sharp,Class 1,243,0.01208,221274.8438,<<Interactive changes have been made.>><<Calibration is needed.>>,11/20/21 19:05,Administrator,11,0.05,E Mode 50ul,0,10007000/0064,11/21/21 0:05,248,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_9_S12-0116_1_BHI_-5_24_1,TEMPLATE_Sharp,Class 1,25,0.050000001,55000000,<<Interactive changes have been made.>><<Calibration is needed.>>,11/20/21 19:07,Administrator,110000,0.05,E Mode 50ul,0,10007000/0064,11/21/21 0:07,38,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_9_S12-0132_1_BHIrif_-3_24_2,TEMPLATE_Sharp,Class 1,256,0.02036,13944204,<<Interactive changes have been made.>><<Calibration is needed.>>,11/20/21 19:10,Administrator,1109,0.05,E Mode 50ul,0,10007000/0064,11/21/21 0:10,161,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_9_S12-0132_1_BHIrif_-3_24_1,TEMPLATE_Sharp,Class 1,247,0.02036,13453978,<<Interactive changes have been made.>><<Calibration is needed.>>,11/20/21 19:08,Administrator,1109,0.05,E Mode 50ul,0,10007000/0064,11/21/21 0:08,161,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_9_S12-0132_1_BHI_-5_24_1,TEMPLATE_Sharp,Class 1,66,0.050000001,146384032,<<Interactive changes have been made.>><<Calibration is needed.>>,11/20/21 19:11,Administrator,110897,0.05,E Mode 50ul,0,10007000/0064,11/21/21 0:11,72,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_9_S12-0141_1_BHIrif_-3_24_1,TEMPLATE_Sharp,Class 1,212,0.03232,6644678,<<Interactive changes have been made.>><<Calibration is needed.>>,11/20/21 19:16,Administrator,1013,0.05,E Mode 50ul,0,10007000/0064,11/21/21 0:16,215,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_9_S12-0141_1_BHIrif_-3_24_2,TEMPLATE_Sharp,Class 1,196,0.03232,6143193,<<Interactive changes have been made.>><<Calibration is needed.>>,11/20/21 19:16,Administrator,1013,0.05,E Mode 50ul,0,10007000/0064,11/21/21 0:16,201,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_9_S12-0141_1_BHI_-5_24_1,TEMPLATE_Sharp,Class 1,36,0.050000001,72920160,<<Interactive changes have been made.>><<Calibration is needed.>>,11/20/21 19:18,Administrator,101278,0.05,E Mode 50ul,0,10007000/0064,11/21/21 0:18,44,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_9_Control_1_BHIrif_-1_24_1,TEMPLATE_Sharp,Class 1,0,0.04833902,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/20/21 19:18,Administrator,11,0.05,E Mode 50ul,15.31544876,10007000/0064,11/21/21 0:18,10,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_9_NC_1_BHIrif_0_24_1,TEMPLATE_Sharp,Class 1,0,0.048906621,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/20/21 19:19,Administrator,1,0.05,E Mode 50ul,10.08176804,10007000/0064,11/21/21 0:19,9,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_9_NC_1_BHI_0_24_1,TEMPLATE_Sharp,Class 1,0,0.049310993,0,<<Interactive changes have been made.>><<Calibration is needed.>>,11/20/21 19:19,Administrator,1,0.05,E Mode 50ul,6.353151798,10007000/0064,11/21/21 0:19,6,25 ;85.0 ;0.3
CIDA_Growth_Curves,B8_10_12_S12-0116_1_BHIrif_-4_24_1,TEMPLATE_Sharp,Class 1,18,0.050000001,3920400,<<Interactive changes have been made.>><<Calibration is needed.>>,11/22/21 17:30,Administrator,10890,0.05,E Mode 50ul,0,10007000/0064,11/22/21 22:30,32,25 ;85.0 ;0.3
